repo_id,repo_name,description,stars,openrank_latest,openrank_trend,language,created_at,topics,categories
627480054,eosphoros-ai/DB-GPT,open-source agentic AI data assistant for the next generation of AI + Data products.,18576,9.17,"[51.32, 39.67, 31.91, 32.85, 24.37, 17.24, 13.85, 11.22, 13.04, 10.23, 7.09, 9.17]",Python,2023-04-13,"agents,bgi,database,deepseek,gpt,gpt-4,hacktoberfest,llm,private,rag,security,vicuna",Vector Database & RAG|LLM Inference|Workflow Orchestration|Chat UI & Frontend|Data Processing & ETL|API & Backend Service
523007292,openxla/xla,"A machine learning compiler for GPUs, CPUs, and ML accelerators",4195,36.57,"[67.73, 63.13, 63.68, 54.34, 55.78, 58.27, 62.03, 54.18, 48.79, 45.45, 36.3, 36.57]",C++,2022-08-09,,Model Training & Fine-tuning|Deep Learning Core
703411624,letta-ai/letta,Letta is the platform for building stateful agents: AI with advanced memory that can learn and self-improve over time.,22237,2.79,"[29.49, 24.58, 19.28, 19.05, 22.24, 26.61, 18.46, 11.24, 8.35, 6.63, 3.32, 2.79]",Python,2023-10-11,"ai,ai-agents,llm,llm-agent",Memory & Knowledge|LLM SDK & Library|Agent Framework
631254164,songquanpeng/one-api,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI.",32413,0.73,"[25.8, 15.24, 8.73, 6.9, 3.99, 2.66, 2.7, 1.94, 1.67, 1.13, 0.9, 0.73]",JavaScript,2023-04-22,"api,api-gateway,azure-openai-api,chatgpt,claude,ernie-bot,gemini,gpt,openai,openai-api,proxy",LLM Gateway & Proxy|LLM Inference|AI Infrastructure & Platform
33015583,keras-team/keras,Deep Learning for humans,64026,39.96,"[68.56, 59.63, 51.85, 43.81, 43.76, 44.21, 47.84, 43.53, 41.6, 41.54, 40.51, 39.96]",Python,2015-03-28,"data-science,deep-learning,jax,machine-learning,neural-networks,python,pytorch,tensorflow",Deep Learning Core|Model Training & Fine-tuning|API & Backend Service|Speech & Voice AI|Observability & Evaluation|LLM SDK & Library
654122609,InternLM/lmdeploy,"LMDeploy is a toolkit for compressing, deploying, and serving LLMs.",7802,27.13,"[75.76, 63.1, 54.83, 51.87, 51.03, 46.49, 35.22, 37.67, 33.54, 32.23, 31.42, 27.13]",Python,2023-06-15,"codellama,cuda-kernels,deepspeed,fastertransformer,internlm,llama,llama2,llama3,llm,llm-inference,turbomind",Model Training & Fine-tuning|LLM Inference|Deep Learning Core|Observability & Evaluation|Coding Agent
638629097,Aider-AI/aider,aider is AI pair programming in your terminal,43777,5.81,"[136.65, 121.74, 89.22, 60.14, 45.62, 30.02, 22.2, 17.15, 15.56, 10.39, 8.42, 5.81]",Python,2023-05-09,"anthropic,chatgpt,claude-3,cli,command-line,gemini,gpt-3,gpt-35-turbo,gpt-4,gpt-4o,llama,openai,sonnet",Coding Agent|Speech & Voice AI|Notebook & Development Environment|Workflow Orchestration|Chat UI & Frontend
359952601,pgvector/pgvector,Open-source vector similarity search for Postgres,20951,2.27,"[11.2, 10.54, 5.84, 6.36, 4.91, 5.05, 3.31, 2.05, 4.35, 5.23, 2.08, 2.27]",C,2021-04-20,"approximate-nearest-neighbor-search,nearest-neighbor-search",Vector Database & RAG|Memory & Knowledge
151636194,triton-inference-server/server,The Triton Inference Server provides an optimized cloud and edge inferencing solution. ,10595,13.44,"[42.68, 30.15, 23.53, 19.97, 18.75, 19.97, 18.41, 15.63, 16.63, 15.96, 13.64, 13.44]",Python,2018-10-04,"cloud,datacenter,deep-learning,edge,gpu,inference,machine-learning",LLM Inference|Deep Learning Core|API & Backend Service|Model Training & Fine-tuning|LLM SDK & Library|Speech & Voice AI|AI Infrastructure & Platform
612344730,ChatGPTNextWeb/NextChat,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows,87769,0.88,"[33.11, 23.16, 15.74, 10.17, 9.11, 7.2, 3.33, 4.25, 3.65, 2.25, 1.52, 0.88]",TypeScript,2023-03-10,"calclaude,chatgpt,claude,cross-platform,desktop,fe,gemini,gemini-pro,gemini-server,gemini-ultra,gpt-4o,groq,nextjs,ollama,react,tauri,tauri-app,vercel,webui",Chat UI & Frontend|Memory & Knowledge|LLM Inference|MCP (Model Context Protocol)|LLM Gateway & Proxy
778431525,microsoft/graphrag,A modular graph-based Retrieval-Augmented Generation (RAG) system,32443,5.5,"[41.67, 33.71, 23.3, 21.99, 20.7, 19.15, 18.09, 12.24, 10.96, 10.2, 11.97, 5.5]",Python,2024-03-27,"gpt,gpt-4,gpt4,graphrag,llm,llms,rag",GraphRAG & Knowledge Graph|Vector Database & RAG|Data Processing & ETL|Memory & Knowledge|Notebook & Development Environment
547806116,huggingface/text-generation-inference,Large Language Model Text Generation Inference,10842,0.4,"[34.34, 29.66, 20.79, 12.01, 8.45, 4.77, 2.57, 0.92, 0.53, 0.67, 0.35, 0.4]",Python,2022-10-08,"bloom,deep-learning,falcon,gpt,inference,nlp,pytorch,starcoder,transformer",LLM Inference|Deep Learning Core|Model Training & Fine-tuning|Memory & Knowledge|Observability & Evaluation|AI Infrastructure & Platform|API & Backend Service
654124617,open-compass/opencompass,"OpenCompass is an LLM evaluation platform, supporting a wide range of models (Llama3, Mistral, InternLM2,GPT-4,LLaMa2, Qwen,GLM, Claude, etc) over 100+ datasets.",6922,5.0,"[43.89, 43.51, 35.65, 27.34, 16.75, 17.04, 10.04, 9.58, 8.29, 6.33, 5.46, 5.0]",Python,2023-06-15,"benchmark,chatgpt,evaluation,large-language-model,llama2,llama3,llm,openai",Observability & Evaluation|LLM Inference|API & Backend Service
607441698,lancedb/lancedb,Developer-friendly OSS embedded retrieval library for multimodal AI. Search More; Manage Less.,10050,17.84,"[33.61, 23.61, 23.66, 19.46, 16.23, 17.41, 15.46, 15.82, 14.78, 13.53, 14.89, 17.84]",HTML,2023-02-28,"approximate-nearest-neighbor-search,image-search,nearest-neighbor-search,recommender-system,search-engine,semantic-search,similarity-search,vector-database",Vector Database & RAG|LLM SDK & Library|Agent Framework|API & Backend Service
619959033,nomic-ai/gpt4all,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.,77364,1.48,"[13.56, 8.08, 5.58, 2.87, 3.0, 2.71, 1.89, 0.91, 0.83, 0.76, 3.07, 1.48]",C++,2023-03-27,"ai-chat,llm-inference",Vector Database & RAG|LLM Inference|Agent Framework|API & Backend Service|Workflow Orchestration|Model Training & Fine-tuning|Observability & Evaluation|AI Infrastructure & Platform
615882673,lm-sys/FastChat,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",39456,1.58,"[6.03, 3.28, 3.17, 1.65, 1.02, 0.71, 0.48, 0.67, 0.95, 0.88, 1.28, 1.58]",Python,2023-03-19,,Memory & Knowledge|Model Training & Fine-tuning|Observability & Evaluation|Deep Learning Core|API & Backend Service|LLM Inference|Chat UI & Frontend
45717250,tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,194839,25.38,"[72.9, 73.81, 46.17, 47.64, 49.18, 42.96, 28.22, 35.15, 28.82, 34.13, 26.56, 25.38]",C++,2015-11-07,"deep-learning,deep-neural-networks,distributed,machine-learning,ml,neural-network,python,tensorflow",Model Training & Fine-tuning|Deep Learning Core
942114501,camel-ai/owl,🦉 OWL: Optimized Workforce Learning for General Multi-Agent Assistance in Real-World Task Automation,19682,0.53,"[48.35, 25.07, 12.29, 9.07, 3.24, null, null, 1.16, 0.72, 1.32, 1.07, 0.53]",Python,2025-03-03,"agent,artificial-intelligence,multi-agent-systems,task-automation,web-interaction",Agent Framework|MCP (Model Context Protocol)|Multi-Agent System|Browser Agent|Observability & Evaluation|Search & Information Retrieval|Tool & Integration Platform|Speech & Voice AI|Hardware & Edge AI|Chat UI & Frontend|AI Infrastructure & Platform
862449441,stackblitz/bolt.new,"Prompt, run, edit, and deploy full-stack web applications. -- bolt.new -- Help Center: https://support.bolt.new/ -- Community Support: https://discord.com/invite/stackblitz",16342,0.52,"[230.18, 207.0, 95.19, 26.03, 10.42, 3.23, 1.36, 0.48, 0.4, 0.32, null, 0.52]",TypeScript,2024-09-24,"ai-playground,anthropic,chatbot,webcontainers-api",Coding Agent|Hardware & Edge AI|Notebook & Development Environment
662766482,qodo-ai/pr-agent,"🚀 PR Agent: The Original Open-Source PR Reviewer.  | This repo is not the Qodo free tier! Try Qodo free tier, click the link",10966,6.76,"[33.42, 31.97, 29.56, 25.85, 26.48, 21.67, 15.37, 11.74, 4.29, 8.03, 9.66, 6.76]",Python,2023-07-05,"code-review,codereview,coding-assistant,devtools,gpt-4,openai,pull-request,pull-requests",Workflow Orchestration|Notebook & Development Environment
943934999,FoundationAgents/OpenManus,"No fortress, purely open ground.  OpenManus is Coming.",55879,1.04,"[129.87, 53.02, 24.6, 12.37, 5.99, 6.12, 7.89, 6.26, 4.55, 5.21, 1.76, 1.04]",Python,2025-03-06,,Multi-Agent System|Browser Agent|Agent Framework|MCP (Model Context Protocol)
614764248,TabbyML/tabby,Self-hosted AI coding assistant,33449,1.48,"[44.53, 41.97, 23.4, 14.83, 8.88, 4.72, 2.39, 2.5, 2.4, 1.35, 2.7, 1.48]",Rust,2023-03-16,"ai,codegen,coding-assistant,coding-language,developer-experience,developer-tools,gen-ai,ide,llms",Coding Agent|Notebook & Development Environment|Vector Database & RAG|Tool & Integration Platform|Deep Learning Core|API & Backend Service
1024554267,NousResearch/hermes-agent,The agent that grows with you,117747,,,Python,2025-07-22,"ai,ai-agent,ai-agents,anthropic,chatgpt,claude,claude-code,clawdbot,codex,hermes,hermes-agent,llm,moltbot,nous-research,openai,openclaw",Memory & Knowledge|MCP (Model Context Protocol)|Speech & Voice AI|Tool & Integration Platform|Coding Agent
1073224795,obra/superpowers,An agentic skills framework & software development methodology that works.,168160,,,Shell,2025-10-09,,Coding Agent|Workflow Orchestration|Observability & Evaluation|LLM SDK & Library
1213049020,browser-use/browser-harness,Browser Harness | Self-healing harness that enables LLMs to complete any task.,7052,,,Python,2026-04-17,,Browser Agent|Coding Agent
1139971460,rtk-ai/rtk,"CLI proxy that reduces LLM token consumption by 60-90% on common dev commands. Single Rust binary, zero dependencies",35870,,,Rust,2026-01-22,"agentic-coding,ai-coding,anthropic,claude-code,cli,command-line-tool,cost-reduction,developer-tools,llm,open-source,productivity,rust,token-optimization",Coding Agent|LLM Gateway & Proxy|Browser Agent|Workflow Orchestration|Memory & Knowledge
1141782198,jamiepine/voicebox,"The open-source AI voice studio. Clone, dictate, create.",23450,,,TypeScript,2026-01-25,"ai,cuda,mlx,qwen3-tts,qwen3-tts-ui,voice-ai,voice-clone,whisper",Speech & Voice AI|MCP (Model Context Protocol)|Deep Learning Core|Coding Agent|LLM SDK & Library|API & Backend Service
1174820787,karpathy/autoresearch,AI agents running research on single-GPU nanochat training automatically,76741,,,Python,2026-03-06,,Model Training & Fine-tuning|Coding Agent|Deep Learning Core|Observability & Evaluation
1148052330,Yeachan-Heo/oh-my-codex,"OmX - Oh My codeX: Your codex is not alone. Add hooks, agent teams, HUDs, and so much more.",25991,,,TypeScript,2026-02-02,,Coding Agent|Workflow Orchestration|MCP (Model Context Protocol)|Memory & Knowledge|Tool & Integration Platform
1201656210,MemPalace/mempalace,The best-benchmarked open-source AI memory system. And it's free.,49736,,,Python,2026-04-05,"ai,chromadb,llm,mcp,memory,python",MCP (Model Context Protocol)|Memory & Knowledge|Vector Database & RAG|Observability & Evaluation|API & Backend Service|LLM Inference|GraphRAG & Knowledge Graph
1035029907,badlogic/pi-mono,"AI agent toolkit: coding agent CLI, unified LLM API, TUI & web UI libraries, Slack bot, vLLM pods",44361,86.81,2025-11:7.42|2025-12:30.2|2026-01:63.24|2026-02:65.22|2026-03:86.81,TypeScript,2025-08-09,,Coding Agent|LLM Gateway & Proxy|Agent Framework|LLM Inference|Workflow Orchestration|Tool & Integration Platform|Chat UI & Frontend|LLM SDK & Library
1170821064,paperclipai/paperclip,Open-source orchestration for zero-human companies,62170,80.83,2026-03:80.83,TypeScript,2026-03-02,,Coding Agent|Workflow Orchestration|Multi-Agent System|Autonomous Agent|Observability & Evaluation
